date,Open,High,Low,Close,Volume,last_earnings_date,days_since_earning,month,day_of_week,quarter,year,is_month_end,is_month_start,rolling_volatility,return_1d,cumulative_return,time_idx,NVDA_close,unique_id,sentiment
2023-11-22 00:00:00-05:00,49.825444647955656,50.30818524557121,47.66459379977652,48.69004821777344,899420000,2023-11-21 16:20:00-05:00,0.0,11,2,4,2023,0,0,0.9712812688169408,-0.0245875124039541,1294.6352629241308,0,48.69004821777344,NVDA,0
2023-11-24 00:00:00-05:00,48.44418371661637,48.89494370536702,47.719567599637976,47.75055313110352,294645000,2023-11-21 16:20:00-05:00,2.0,11,4,4,2023,0,0,0.7938670239400321,-0.0192954232139571,1269.6547276182969,1,47.75055313110352,NVDA,0
2023-11-27 00:00:00-05:00,47.774535085791925,48.50414574060009,47.626615118323514,48.21630096435547,395662000,2023-11-21 16:20:00-05:00,5.0,11,0,4,2023,0,0,0.8044461453956449,0.009753768337996,1282.038645700727,2,48.21630096435547,NVDA,0
2023-11-28 00:00:00-05:00,48.21030059128394,48.29725603847213,47.44770661904763,47.7955207824707,401491000,2023-11-21 16:20:00-05:00,6.0,11,1,4,2023,0,0,0.8925004342751938,-0.0087269278951082,1270.8503868809546,3,47.7955207824707,NVDA,0
2023-11-29 00:00:00-05:00,48.353231914775776,48.73602732533338,47.834507360313225,48.114356994628906,382005000,2023-11-21 16:20:00-05:00,7.0,11,2,4,2023,0,0,0.9017284850473491,0.0066708387509637,1279.3280248884373,4,48.114356994628906,NVDA,0
2023-11-30 00:00:00-05:00,47.99841648388341,48.084373021372656,46.39727247213995,46.745086669921875,526247000,2023-11-21 16:20:00-05:00,8.0,11,3,4,2023,1,0,1.1195641541288914,-0.0284586641126657,1242.9200583382171,5,46.745086669921875,NVDA,0
2023-12-01 00:00:00-05:00,46.50021939065631,47.17485908076749,46.16239818011134,46.740089416503906,369317000,2023-11-21 16:20:00-05:00,9.0,12,4,4,2023,0,1,1.2228300376666037,-0.0001069043566708,1242.7871847689871,6,46.740089416503906,NVDA,0
2023-12-04 00:00:00-05:00,46.05245523122368,46.05245523122368,44.986022261895734,45.48575592041016,437543000,2023-11-21 16:20:00-05:00,12.0,12,0,4,2023,0,0,1.4709048604026338,-0.0268363520856005,1209.4353103110543,7,45.48575592041016,NVDA,0
2023-12-05 00:00:00-05:00,45.445778832214906,46.57927336285984,45.25086586250878,46.545291900634766,371718000,2023-11-21 16:20:00-05:00,13.0,12,1,4,2023,0,0,1.2612409675674785,0.0232937973390738,1237.60765132416,8,46.545291900634766,NVDA,0
2023-12-06 00:00:00-05:00,47.19399783098956,47.365922206036586,45.391798443811325,45.482757568359375,380590000,2023-11-21 16:20:00-05:00,14.0,12,2,4,2023,0,0,1.128554553269145,-0.022827965813249,1209.3555861695163,9,45.482757568359375,NVDA,0
2023-12-07 00:00:00-05:00,45.67967404093923,46.60826168882766,45.583716069310206,46.57527542114258,350823000,2023-11-21 16:20:00-05:00,15.0,12,3,4,2023,0,0,1.0001036614002807,0.0240204840513722,1238.4048927395393,10,46.57527542114258,NVDA,0
2023-12-08 00:00:00-05:00,46.574276804692715,47.719766997972506,46.529294836927505,47.48487091064453,359224000,2023-11-21 16:20:00-05:00,16.0,12,4,4,2023,0,0,0.9796487233536452,0.019529578328356,1262.5904180945154,11,47.48487091064453,NVDA,0
2023-12-11 00:00:00-05:00,47.469880182116974,47.50985949480555,45.809619589825815,46.60626220703125,509728000,2023-11-21 16:20:00-05:00,19.0,12,0,4,2023,0,0,0.8686826500167325,-0.0185029186510081,1239.22881029897,12,46.60626220703125,NVDA,0
2023-12-12 00:00:00-05:00,46.02551974926929,47.64479809072532,46.02551974926929,47.63580322265625,372387000,2023-11-21 16:20:00-05:00,20.0,12,1,4,2023,0,0,0.848716214079026,0.0220901863155564,1266.6036056060798,13,47.63580322265625,NVDA,0
2023-12-13 00:00:00-05:00,47.60782054607612,48.57239155389096,47.58682997648847,48.06661605834961,447792000,2023-11-21 16:20:00-05:00,21.0,12,2,4,2023,0,0,0.8402279110639542,0.009043887297957,1278.0586258663673,14,48.06661605834961,NVDA,0
2023-12-14 00:00:00-05:00,48.36847815093142,48.64835240200664,47.400910159356584,48.328495025634766,391232000,2023-11-21 16:20:00-05:00,22.0,12,3,4,2023,0,0,0.9796038348336285,0.0054482505480988,1285.021809475246,15,48.328495025634766,NVDA,0
2023-12-15 00:00:00-05:00,48.17256225420351,49.38202309847893,48.09859385972537,48.86825180053711,479948000,2023-11-21 16:20:00-05:00,23.0,12,4,4,2023,0,0,1.1572434994503942,0.011168499549097,1299.3735749749503,16,48.86825180053711,NVDA,0
2023-12-18 00:00:00-05:00,49.378028634178875,50.41056629319065,49.12813983302007,50.054725646972656,412587000,2023-11-21 16:20:00-05:00,26.0,12,0,4,2023,0,0,1.3340600903347846,0.0242790319424217,1330.921107506906,17,50.054725646972656,NVDA,0
2023-12-19 00:00:00-05:00,49.40201184194275,49.67789003009956,48.87324785664231,49.581932067871094,464444000,2023-11-21 16:20:00-05:00,27.0,12,1,4,2023,0,0,1.4190975679168008,-0.0094455333235885,1318.349847834882,18,49.581932067871094,NVDA,0
2023-12-20 00:00:00-05:00,49.63291153522144,49.976760288399895,48.07660490389437,48.089599609375,397894000,2023-11-21 16:20:00-05:00,28.0,12,2,4,2023,0,0,1.1451395820043633,-0.0300983119506776,1278.6697428546192,19,48.089599609375,NVDA,0
2023-12-21 00:00:00-05:00,48.789290888381665,49.07316496870164,48.39746313558766,48.96821212768555,300425000,2023-11-21 16:20:00-05:00,29.0,12,3,4,2023,0,0,1.0284199057486303,0.0182703230105343,1302.03145208037,20,48.96821212768555,NVDA,0
2023-12-22 00:00:00-05:00,49.173116447816035,49.361032545869435,48.4454396410346,48.80828094482422,252507000,2023-11-21 16:20:00-05:00,30.0,12,4,4,2023,0,0,0.986371253635071,-0.0032660204633222,1297.7789907139863,21,48.80828094482422,NVDA,0
2023-12-26 00:00:00-05:00,48.946213796388726,49.577932603982376,48.93821793497618,49.257076263427734,244200000,2023-11-21 16:20:00-05:00,34.0,12,1,4,2023,0,0,0.7480536467366258,0.0091950650569083,1309.7121529630904,22,49.257076263427734,NVDA,0
2023-12-27 00:00:00-05:00,49.4889833119889,49.65790687402026,49.06317025916308,49.395023345947266,233648000,2023-11-21 16:20:00-05:00,35.0,12,2,4,2023,0,0,0.6536608689499611,0.0028005536053701,1313.3800720550682,23,49.395023345947266,NVDA,0
2023-12-28 00:00:00-05:00,49.62092167584078,49.861811801128255,49.39002161209968,49.49997329711914,246587000,2023-11-21 16:20:00-05:00,36.0,12,3,4,2023,0,0,0.594937060649161,0.0021247069859009,1316.1706198693068,24,49.49997329711914,NVDA,0
2023-12-29 00:00:00-05:00,49.79084423414316,49.97476431761222,48.72931630882886,49.49997329711914,389293000,2023-11-21 16:20:00-05:00,37.0,12,4,4,2023,0,0,0.5424071869133632,0.0,1316.1706198693068,25,49.49997329711914,NVDA,0
2024-01-02 00:00:00-05:00,49.22209367645226,49.27306967783242,47.57382895982364,48.14657211303711,411254000,2023-11-21 16:20:00-05:00,41.0,1,1,1,2024,0,0,0.6323455462127086,-0.0273414528116684,1280.184602974046,26,48.14657211303711,NVDA,0
2024-01-03 00:00:00-05:00,47.46387785018922,48.16256441258292,47.29895033204464,47.5478401184082,320896000,2023-11-21 16:20:00-05:00,42.0,1,2,1,2024,0,0,0.7164029835306954,-0.0124356100206515,1264.264726497018,27,47.5478401184082,NVDA,0
2024-01-04 00:00:00-05:00,47.74575398330261,48.478429690770945,47.486870301849585,47.976654052734375,306535000,2023-11-21 16:20:00-05:00,43.0,1,3,1,2024,0,0,0.7213383726584919,0.0090185786201497,1275.6665973296135,28,47.976654052734375,NVDA,0
2024-01-05 00:00:00-05:00,48.4404488816021,49.52496542518822,48.28451621704277,49.075164794921875,415039000,2023-11-21 16:20:00-05:00,44.0,1,4,1,2024,0,0,0.6925550710691023,0.0228967768569281,1304.8752507525064,29,49.075164794921875,NVDA,0
2024-01-08 00:00:00-05:00,49.48997732560851,52.2517487880838,49.45699105890023,52.22975540161133,642510000,2023-11-21 16:20:00-05:00,47.0,1,0,1,2024,0,0,1.2855543060862082,0.0642807949779087,1388.7536692178755,30,52.22975540161133,NVDA,0
2024-01-09 00:00:00-05:00,52.377693807569635,54.300837828077086,51.66700770075754,53.116363525390625,773100000,2023-11-21 16:20:00-05:00,48.0,1,1,1,2024,0,0,1.7853736690995856,0.0169751536640729,1412.3279761543945,31,53.116363525390625,NVDA,0
2024-01-10 00:00:00-05:00,53.59215009598459,54.57570971056109,53.465203876971934,54.32582092285156,533796000,2023-11-21 16:20:00-05:00,49.0,1,2,1,2024,0,0,2.3236398596867387,0.0227699585812721,1444.4866256746018,32,54.32582092285156,NVDA,0
2024-01-11 00:00:00-05:00,54.974538278058645,55.32138406257686,53.53617913526717,54.79761505126953,596759000,2023-11-21 16:20:00-05:00,50.0,1,3,1,2024,0,0,2.7375459381133167,0.0086845282851402,1457.0313106327797,33,54.79761505126953,NVDA,0
2024-01-12 00:00:00-05:00,54.59570119993984,54.94554779007713,54.30583310445503,54.68566131591797,352994000,2023-11-21 16:20:00-05:00,51.0,1,4,1,2024,0,0,2.981742762634349,-0.0020430402901078,1454.0545369612082,34,54.68566131591797,NVDA,0
2024-01-16 00:00:00-05:00,54.99353042144443,56.80971977782299,54.8755828754699,56.3569221496582,449580000,2023-11-21 16:20:00-05:00,55.0,1,1,1,2024,0,0,3.3306651872900295,0.0305612256215646,1498.4922257313394,35,56.3569221496582,NVDA,0
2024-01-17 00:00:00-05:00,56.32193648756163,56.44588188035791,54.71565285080781,56.02806854248047,474394000,2023-11-21 16:20:00-05:00,56.0,1,2,1,2024,0,0,3.29561893383493,-0.005835194588953,1489.7482320041636,36,56.02806854248047,NVDA,0
2024-01-18 00:00:00-05:00,57.23453202066577,57.574380958680926,56.08204493775271,57.081600189208984,491650000,2023-11-21 16:20:00-05:00,57.0,1,3,1,2024,0,0,3.0359770631566505,0.0188036402848641,1517.7609218737823,37,57.081600189208984,NVDA,0
2024-01-19 00:00:00-05:00,57.96320397314021,59.47353344222575,57.19954387364636,59.46453857421875,543501000,2023-11-21 16:20:00-05:00,58.0,1,4,1,2024,0,0,2.853417522290351,0.041746173497432,1581.1216326459476,38,59.46453857421875,NVDA,0
2024-01-22 00:00:00-05:00,60.02229288975706,60.30416896446509,59.043728210190025,59.62746810913086,452955000,2023-11-21 16:20:00-05:00,61.0,1,0,1,2024,0,0,2.4595194399397213,0.0027399444916023,1585.4538181538692,39,59.62746810913086,NVDA,0
2024-01-23 00:00:00-05:00,59.54350406262355,59.883352989442805,58.558941562294194,59.84637069702149,294654000,2023-11-21 16:20:00-05:00,62.0,1,1,1,2024,0,0,2.4199234013130932,0.0036711702648515,1591.274289067371,40,59.84637069702149,NVDA,0
2024-01-24 00:00:00-05:00,60.2771772992484,62.82104343884221,59.91133896943749,61.3347053527832,560271000,2023-11-21 16:20:00-05:00,63.0,1,2,1,2024,0,0,2.523939016026718,0.0248692550346381,1630.84809519225,41,61.3347053527832,NVDA,0
2024-01-25 00:00:00-05:00,62.32226768072647,62.69110685867125,60.82293482092069,61.589595794677734,482777000,2023-11-21 16:20:00-05:00,64.0,1,3,1,2024,0,0,2.5994407968755677,0.0041557294590144,1637.625458664618,42,61.589595794677734,NVDA,0
2024-01-26 00:00:00-05:00,60.93288527775175,61.75552108430859,60.54606018359251,61.00385284423828,390309000,2023-11-21 16:20:00-05:00,65.0,1,4,1,2024,0,0,2.465796816056816,-0.0095104204351682,1622.0509520373823,43,61.00385284423828,NVDA,0
2024-01-29 00:00:00-05:00,61.20476066386155,62.46120148307655,60.8799082837458,62.43721389770508,348733000,2023-11-21 16:20:00-05:00,68.0,1,0,1,2024,0,0,2.2738968260936248,0.0234962381331325,1660.1630474705269,44,62.43721389770508,NVDA,0
2024-01-30 00:00:00-05:00,62.872021892210576,63.46475661496494,62.23230337871972,62.74607467651367,410735000,2023-11-21 16:20:00-05:00,69.0,1,1,1,2024,0,0,2.1960790282429143,0.0049467418471718,1668.3754454905777,45,62.74607467651367,NVDA,0
2024-01-31 00:00:00-05:00,61.412670686118,62.241304333932014,60.67300196652344,61.4996337890625,453795000,2023-11-21 16:20:00-05:00,70.0,1,2,1,2024,1,0,1.687038288014843,-0.0198648424443629,1635.2334301278636,46,61.4996337890625,NVDA,0
2024-02-01 00:00:00-05:00,62.07237659144927,63.162894734552545,61.622579800424674,62.998966217041016,369146000,2023-11-21 16:20:00-05:00,71.0,2,3,1,2024,0,1,1.2798623132223987,0.0243795342444002,1675.0996595352535,47,62.998966217041016,NVDA,0
2024-02-02 00:00:00-05:00,63.94554473750389,66.57037619899856,63.66167065816395,66.13057708740234,476578000,2023-11-21 16:20:00-05:00,72.0,2,4,1,2024,0,0,1.8519187428469563,0.0497089247396926,1758.3670624425763,48,66.13057708740234,NVDA,0
2024-02-05 00:00:00-05:00,68.19465284227928,69.4660902448963,67.17510988104948,69.30116271972656,680078000,2023-11-21 16:20:00-05:00,75.0,2,0,1,2024,0,0,2.8029008345995177,0.0479443212499683,1842.6707777596864,49,69.30116271972656,NVDA,0
2024-02-06 00:00:00-05:00,69.59902939073692,69.72297479094898,66.27051620023909,68.19265747070312,683111000,2023-11-21 16:20:00-05:00,76.0,2,1,1,2024,0,0,3.029750631266165,-0.0159954783660203,1813.1963771983335,50,68.19265747070312,NVDA,0
2024-02-07 00:00:00-05:00,68.28860324951218,70.18875841866728,67.5699213830753,70.06781005859375,495575000,2023-11-21 16:20:00-05:00,77.0,2,2,1,2024,0,0,3.4885956555552746,0.0274978664483962,1863.0554090232497,51,70.06781005859375,NVDA,0
2024-02-08 00:00:00-05:00,70.04282188718702,70.76250278254372,69.42410160910691,69.61001586914062,414422000,2023-11-21 16:20:00-05:00,78.0,2,3,1,2024,0,0,3.6391355781226298,-0.006533587806873,1850.8829729193264,52,69.61001586914062,NVDA,0
2024-02-09 00:00:00-05:00,70.50162714005796,72.15289282978941,70.1807707609263,72.10092163085938,436637000,2023-11-21 16:20:00-05:00,79.0,2,4,1,2024,0,0,3.836639568270919,0.0357837263879006,1917.1144627982956,53,72.10092163085938,NVDA,0
2024-02-12 00:00:00-05:00,72.56770690031318,74.57781401880388,71.21830888867534,72.21586608886719,613710000,2023-11-21 16:20:00-05:00,82.0,2,0,1,2024,0,0,3.9287348333257786,0.001594216209833,1920.170757750994,54,72.21586608886719,NVDA,0
2024-02-13 00:00:00-05:00,70.368688512591,73.41732733630204,69.5890366666977,72.09591674804688,602580000,2023-11-21 16:20:00-05:00,83.0,2,1,1,2024,0,0,3.7852082024101943,-0.0016609832065532,1916.981386368655,55,72.09591674804688,NVDA,0
2024-02-14 00:00:00-05:00,73.169446485829,74.20298319220025,71.90600871778067,73.86713409423828,504917000,2023-11-21 16:20:00-05:00,84.0,2,2,1,2024,0,0,3.2557819417782885,0.0245675126426545,1964.0768508140004,56,73.86713409423828,NVDA,0
2024-02-15 00:00:00-05:00,73.83614652782032,73.94209455962387,72.367798166515,72.62567901611328,420122000,2023-11-21 16:20:00-05:00,85.0,2,3,1,2024,0,0,2.3710310260319587,-0.0168065959692056,1931.0674047298996,57,72.62567901611328,NVDA,0
2024-02-16 00:00:00-05:00,74.06703410620473,74.36890170975214,72.46874641870774,72.58069610595703,495327000,2023-11-21 16:20:00-05:00,86.0,2,4,1,2024,0,0,1.829241340581748,-0.0006193802352782,1929.87133974642,58,72.58069610595703,NVDA,0
2024-02-20 00:00:00-05:00,71.91498953034679,71.9239882106181,67.70386644737499,69.42110443115234,704833000,2023-11-21 16:20:00-05:00,90.0,2,1,1,2024,0,0,1.815268018142637,-0.0435321214085926,1845.8599462816153,59,69.42110443115234,NVDA,0
2024-02-21 00:00:00-05:00,67.97575281438615,68.85736435043377,66.21853903151819,67.4419937133789,690298000,2023-11-21 16:20:00-05:00,91.0,2,2,1,2024,0,0,1.966262891733525,-0.0285087760269818,1793.236738495896,60,67.4419937133789,NVDA,0
2024-02-22 00:00:00-05:00,74.99162188069766,78.54003786173894,74.1869797311235,78.50305938720703,865100000,2024-02-21 16:22:00-05:00,0.0,2,3,1,2024,0,0,2.975593392035644,0.1640085807788607,2087.342950977121,61,78.50305938720703,NVDA,0
2024-02-23 00:00:00-05:00,80.75405845544982,82.35734113444056,77.53548977298179,78.78193664550781,829388000,2024-02-21 16:22:00-05:00,1.0,2,4,1,2024,0,0,3.5072850566183615,0.0035524380893903,2094.7581075817925,62,78.78193664550781,NVDA,0
2024-02-26 00:00:00-05:00,79.6645473818615,80.6101333847281,78.47007920802383,79.05682373046875,503973000,2024-02-21 16:22:00-05:00,4.0,2,0,1,2024,0,0,3.975710898619587,0.0034892146177851,2102.067168191491,63,79.05682373046875,NVDA,0
2024-02-27 00:00:00-05:00,79.34569059981222,79.44465321768179,77.12768339613434,78.6659927368164,391705000,2024-02-21 16:22:00-05:00,5.0,2,1,1,2024,0,0,4.230617907236974,-0.0049436718452643,2091.675237915248,64,78.6659927368164,NVDA,0
2024-02-28 00:00:00-05:00,77.5854759749912,78.89788784146795,77.09069341452309,77.62845611572266,393110000,2024-02-21 16:22:00-05:00,6.0,2,2,1,2024,0,0,4.271328911933163,-0.0131891378345012,2064.087844897371,65,77.62845611572266,NVDA,0
2024-02-29 00:00:00-05:00,79.05882300732509,79.95442058749313,78.31515062293454,79.07681274414062,507289000,2024-02-21 16:22:00-05:00,7.0,2,3,1,2024,1,0,4.451069402130025,0.0186575477716428,2102.598662468411,66,79.07681274414062,NVDA,0
2024-03-01 00:00:00-05:00,79.96440808929653,82.26338787226389,79.3996570168458,82.24239349365234,479135000,2024-02-21 16:22:00-05:00,8.0,3,4,1,2024,0,1,4.8143277306579995,0.0400317190293721,2186.76930135588,67,82.24239349365234,NVDA,0
2024-03-04 00:00:00-05:00,84.09256408758873,87.65598030134815,83.68175147430307,85.1990737915039,615616000,2024-02-21 16:22:00-05:00,11.0,3,0,1,2024,0,0,5.344052614948303,0.0359508055669581,2265.3854193287184,68,85.1990737915039,NVDA,0
2024-03-05 00:00:00-05:00,85.23607018990775,86.0627446282655,83.38381061731276,85.92979431152344,520639000,2024-02-21 16:22:00-05:00,12.0,3,1,1,2024,0,0,5.079471500027793,0.0085766251615331,2284.8147809167035,69,85.92979431152344,NVDA,0
2024-03-06 00:00:00-05:00,87.98697936730527,89.68829799563825,86.99536968964857,88.66470336914062,582520000,2024-02-21 16:22:00-05:00,13.0,3,2,1,2024,0,0,3.8910834813182342,0.0318272501351772,2357.5341524614896,70,88.66470336914062,NVDA,0
2024-03-07 00:00:00-05:00,90.12211596889982,92.73007879589166,89.5663374903336,92.63211822509766,608119000,2024-02-21 16:22:00-05:00,14.0,3,3,1,2024,0,0,5.107501110212014,0.0447462711225612,2463.025014828229,71,92.63211822509766,NVDA,0
2024-03-08 00:00:00-05:00,95.10015250661483,97.36125367062506,86.471582722722,87.49317932128906,1142269000,2024-02-21 16:22:00-05:00,15.0,3,4,1,2024,0,0,5.091212511584001,-0.0554768583756325,2326.384124904963,72,87.49317932128906,NVDA,0
2024-03-11 00:00:00-04:00,86.39460628547256,88.76166015314031,84.13250636211416,85.7398681640625,678364000,2024-02-21 16:22:00-05:00,18.0,3,0,1,2024,0,0,4.853046612832574,-0.0200394038807084,2279.764773844324,73,85.7398681640625,NVDA,0
2024-03-12 00:00:00-04:00,88.01396590040753,91.92340506535317,86.11571950288663,91.87642669677734,668075000,2024-02-21 16:22:00-05:00,19.0,3,1,1,2024,0,0,4.938032850789846,0.0715718214188596,2442.9316911149167,74,91.87642669677734,NVDA,0
2024-03-13 00:00:00-04:00,91.0187705277177,91.4675893741384,88.39981025124858,90.85183715820312,635713000,2024-02-21 16:22:00-05:00,20.0,3,2,1,2024,0,0,4.278253770019339,-0.0111518218046909,2415.688552214571,75,90.85183715820312,NVDA,0
2024-03-14 00:00:00-04:00,89.54135761646017,90.60993246753917,86.56553726731572,87.90900421142578,602318000,2024-02-21 16:22:00-05:00,21.0,3,3,1,2024,0,0,3.257447814176513,-0.032391562337401,2337.4406258877666,76,87.90900421142578,NVDA,0
2024-03-15 00:00:00-04:00,86.89540339171198,89.51035957614793,86.22267471383468,87.80204010009766,642086000,2024-02-21 16:22:00-05:00,22.0,3,4,1,2024,0,0,2.6017532988774748,-0.0012167594467441,2334.596522925014,77,87.80204010009766,NVDA,0
2024-03-18 00:00:00-04:00,90.35202919541368,92.3682247909847,87.05034227173738,88.4197998046875,668976000,2024-02-21 16:22:00-05:00,25.0,3,0,1,2024,0,0,2.347009502597103,0.0070358240410539,2351.022333267171,78,88.4197998046875,NVDA,0
2024-03-19 00:00:00-04:00,86.66550954911943,90.5079822576864,84.97618698079455,89.36244201660156,672171000,2024-02-21 16:22:00-05:00,26.0,3,1,1,2024,0,0,2.1329093154825824,0.0106609855936825,2376.086548492558,79,89.36244201660156,NVDA,0
2024-03-20 00:00:00-04:00,89.76126851749964,90.37403120538988,88.18789728423222,90.33604431152344,479063000,2024-02-21 16:22:00-05:00,27.0,3,2,1,2024,0,0,2.1624522180804773,0.0108949830930202,2401.9739712659375,80,90.33604431152344,NVDA,0
2024-03-21 00:00:00-04:00,92.26327425898415,92.61113535282396,90.36902406254626,91.39861297607422,480372000,2024-02-21 16:22:00-05:00,28.0,3,3,1,2024,0,0,1.974628001116295,0.0117623997447411,2430.2269492924306,81,91.39861297607422,NVDA,0
2024-03-22 00:00:00-04:00,91.10473756876756,94.74029159257356,90.79786050463842,94.2514877319336,586719000,2024-02-21 16:22:00-05:00,29.0,3,4,1,2024,0,0,2.454589197995995,0.0312135454025563,2506.082948512686,82,94.2514877319336,NVDA,0
2024-03-25 00:00:00-04:00,93.90362043919336,96.72749325113482,93.47279218881876,94.96419525146484,552136000,2024-02-21 16:22:00-05:00,32.0,3,0,1,2024,0,0,2.494376633739249,0.0075617641342522,2525.03335667021,83,94.96419525146484,NVDA,0
2024-03-26 00:00:00-04:00,95.81285394972517,96.33664749790948,92.46518766291072,92.52416229248048,513648000,2024-02-21 16:22:00-05:00,33.0,3,1,1,2024,0,0,2.5358890044691473,-0.0256942414193389,2460.154540012042,84,92.52416229248048,NVDA,0
2024-03-27 00:00:00-04:00,93.074941256308,93.20288866545508,89.08753045086448,90.21408081054688,586067000,2024-02-21 16:22:00-05:00,34.0,3,2,1,2024,0,0,2.541948756484521,-0.0249673320427493,2398.731044735084,85,90.21408081054688,NVDA,0
2024-03-28 00:00:00-04:00,89.96418433554203,91.26367004870988,89.15750627580795,90.3200454711914,435212000,2024-02-21 16:22:00-05:00,35.0,3,3,1,2024,0,0,2.3532301276911043,0.0011745911468861,2401.548572983991,86,90.3200454711914,NVDA,0
2024-04-01 00:00:00-04:00,90.26307172974768,92.18830020895638,89.16850623304367,90.32704162597656,452441000,2024-02-21 16:22:00-05:00,39.0,4,0,2,2024,0,1,2.098496040108874,7.745960211447134e-05,2401.734595980913,87,90.32704162597656,NVDA,0
2024-04-02 00:00:00-04:00,88.41279885088287,90.05814752237067,87.58513306363145,89.4164047241211,433064000,2024-02-21 16:22:00-05:00,40.0,4,1,2,2024,0,0,1.9709570468458557,-0.0100815534912147,2377.5213801798304,88,89.4164047241211,NVDA,0
2024-04-03 00:00:00-04:00,88.44879935629429,90.3380468429318,88.36483314028192,88.92860412597656,370067000,2024-02-21 16:22:00-05:00,41.0,4,2,2,2024,0,0,2.022719495753279,-0.0054553814778122,2364.5510940792947,89,88.92860412597656,NVDA,0
2024-04-04 00:00:00-04:00,90.3700196658157,90.59793338323315,85.8458198862947,85.87081146240234,434965000,2024-02-21 16:22:00-05:00,42.0,4,3,2,2024,0,0,2.647649405236761,-0.0343848044577708,2283.24646707897,90,85.87081146240234,NVDA,0
2024-04-05 00:00:00-04:00,86.83142527427668,88.44578800690704,85.8918045734179,87.97297668457031,399678000,2024-02-21 16:22:00-05:00,43.0,4,4,2,2024,0,0,2.7828494497334098,0.0244805561560155,2339.1416104343207,91,87.97297668457031,NVDA,0
2024-04-08 00:00:00-04:00,88.66469774661466,88.79465089246293,86.69748624318682,87.09832763671875,283220000,2024-02-21 16:22:00-05:00,46.0,4,0,2,2024,0,0,2.6199766746798967,-0.009942246821858,2315.885287192104,92,87.09832763671875,NVDA,0
2024-04-09 00:00:00-04:00,87.40719655433202,87.60012052713442,82.98895768982644,85.32002258300781,503547000,2024-02-21 16:22:00-05:00,47.0,4,1,2,2024,0,0,2.2404844846944116,-0.0204172123846984,2268.6013654249045,93,85.32002258300781,NVDA,0
2024-04-10 00:00:00-04:00,83.89260387924026,87.36522041356919,83.67568736757892,87.00436401367188,431929000,2024-02-21 16:22:00-05:00,48.0,4,2,2,2024,0,0,1.8701675034323328,0.0197414555185491,2313.38685836976,94,87.00436401367188,NVDA,0
2024-04-11 00:00:00-04:00,87.38521335302488,90.7028929518332,86.89141424964939,90.57994079589844,431637000,2024-02-21 16:22:00-05:00,49.0,4,3,2,2024,0,0,1.91593791563804,0.0410965222579489,2408.459012885999,95,90.57994079589844,NVDA,0
2024-04-12 00:00:00-04:00,89.66330791705667,90.13912407740511,87.49517220347197,88.15090942382812,426805000,2024-02-21 16:22:00-05:00,50.0,4,4,2,2024,0,0,1.777590314091411,-0.0268164380626345,2343.872720940548,96,88.15090942382812,NVDA,0
2024-04-15 00:00:00-04:00,89.0625495126302,90.57694611860552,85.89481166661739,85.96678161621094,443077000,2024-02-21 16:22:00-05:00,53.0,4,0,2,2024,0,0,1.6944310007697991,-0.0247771443527138,2285.798248189416,97,85.96678161621094,NVDA,0
2024-04-16 00:00:00-04:00,86.39860698604153,88.08293408447673,86.02975814283229,87.38021850585938,370453000,2024-02-21 16:22:00-05:00,54.0,4,1,2,2024,0,0,1.5741006133803142,0.0164416634317958,2323.380573659135,98,87.38021850585938,NVDA,0
