time_idx,date,close,volume,days_since_earning,month,day_of_week,quarter,year,is_month_end,is_month_start,rolling_volatility,return_1d,cumulative_return,unique_id,daily_sentiment,post_count,spike_presence,spike_intensity,volume_log1p,volume_norm
116,2025-01-13,403.3099976,67580500,81,1,0,1,2025,0,0,14.56142263,0.021710512,253.2293328,TSLA,-0.0518803796666666,3,0,0.0,18.028830052658865,-1.4090400119020372
117,2025-01-14,396.3599854,84565000,82,1,1,1,2025,0,0,10.97609388,-0.017232432,248.8655754,TSLA,0.4644725325,2,0,0.0,18.253031039215504,-0.7802392175168875
118,2025-01-15,428.2200012,81375500,83,1,2,1,2025,0,0,13.13797811,0.080381514,268.8697673,TSLA,0.0,1,0,0.0,18.214584815156083,-0.8880666477211955
119,2025-01-16,413.8200073,68335200,84,1,3,1,2025,0,0,13.68994528,-0.03362756,259.828333,TSLA,1.0,1,0,0.0,18.039935579768386,-1.377893118323277
120,2025-01-17,426.5,94991400,85,1,4,1,2025,0,0,12.85057552,0.030641323,267.7898169,TSLA,1.0,3,0,0.0,18.36929692967854,-0.45415642276261253
121,2025-01-21,424.0700073,87320900,89,1,1,1,2025,0,0,13.89250124,-0.005697521,266.2640789,TSLA,0.1621866106,4,0,0.0,18.285100407962,-0.690296506501511
122,2025-01-22,415.1099854,60963300,90,1,2,1,2025,0,0,14.02628888,-0.021128639,260.6382813,TSLA,0.0,0,0,0.0,17.92578261813906,-1.698049929657399
123,2025-01-24,406.5799866,56427100,92,1,4,1,2025,0,0,11.92310659,-0.014064742,255.2824858,TSLA,0.4704954325,2,0,0.0,17.848460115242712,-1.9149109345610884
124,2025-01-27,397.1499939,58125500,95,1,0,1,2025,0,0,11.55158866,-0.02319345,249.3616041,TSLA,0.883135706,2,0,0.0,17.87811504118949,-1.8317398420554147
125,2025-01-28,398.0899963,48910700,96,1,1,1,2025,0,0,12.10993161,0.00236687,249.9518107,TSLA,-1.0,3,0,0.0,17.705506764860182,-2.3158421778223466
126,2025-01-29,389.1000061,68033600,97,1,2,1,2025,0,0,13.29947971,-0.022582809,244.3071967,TSLA,-0.063195714,5,0,0.0,18.035512273450134,-1.3902988555568323
127,2025-01-30,400.2799988,98092900,0,1,3,1,2025,0,0,12.19248746,0.028732954,251.3268642,TSLA,0.225367546,3,0,0.0,18.401425556983384,-0.3640475134216362
128,2025-02-03,383.6799927,93732100,4,2,0,1,2025,0,0,12.13832883,-0.05170542,240.9040915,TSLA,0.8469109235,4,0,0.0,18.355951281920074,-0.491586025731769
129,2025-02-04,392.2099915,57072200,5,2,1,1,2025,0,0,10.0202628,0.022232066,246.259887,TSLA,-0.6666666666666666,1,0,0.0,17.859827708441724,-1.883029042587433
130,2025-02-05,378.1700134,57223300,6,2,2,1,2025,0,0,10.59021072,-0.035797094,237.4444986,TSLA,0.868623197,1,0,0.0,17.86247173354127,-1.8756135306911526
131,2025-02-06,374.3200073,77918200,7,2,3,1,2025,0,0,10.97109866,-0.010180622,235.0271659,TSLA,0.0,1,0,0.0,18.171170129249685,-1.0098287746645074
132,2025-02-07,361.6199951,70298300,8,2,4,1,2025,0,0,13.45403758,-0.033928222,227.0531121,TSLA,0.8879832925,3,0,0.0,18.068258188636783,-1.2984586821549566
133,2025-02-10,350.730011,77514900,11,2,0,1,2025,0,0,17.3580172,-0.030114441,220.2155344,TSLA,0.590048492,3,0,0.0,18.165980746809623,-1.0243830719082203
134,2025-02-11,328.5,118543400,12,2,1,1,2025,0,0,23.5912949,-0.063382118,206.2578074,TSLA,0.8999822735,2,0,0.0,18.590789704649698,0.16704884038751383
135,2025-02-12,336.5100098,105382700,13,2,2,1,2025,0,0,26.14911123,0.024383591,211.2871135,TSLA,0.2918006976666666,3,0,0.0,18.47310905346648,-0.16300183460840215
136,2025-02-13,355.9400024,89441500,14,2,3,1,2025,0,0,24.34101299,0.057739717,223.4867716,TSLA,1.0,1,0,0.0,18.309095349430603,-0.6229995757947764
137,2025-02-14,355.8399963,68277300,15,2,4,1,2025,0,0,20.46438213,-0.000280963,223.42398,TSLA,0.0,3,0,0.0,18.039087926696826,-1.3802704714872656
138,2025-02-18,354.1099854,51631700,19,2,1,1,2025,0,0,19.02992828,-0.004861767,222.3377448,TSLA,0.1074767027142857,6,0,0.0,17.759646402274775,-2.164000531017549
139,2025-02-19,360.5599976,67094400,20,2,2,1,2025,0,0,15.07619522,0.018214714,226.3875633,TSLA,0.463256091,3,0,0.0,18.02161115583743,-1.4292863458973424
140,2025-02-20,354.3999939,45965400,21,2,3,1,2025,0,0,12.83478076,-0.017084545,222.5198347,TSLA,0.863715053,0,0,0.0,17.64339951927109,-2.490030016882678
141,2025-02-21,337.7999878,74058600,22,2,4,1,2025,0,0,11.27529241,-0.046839747,212.0970619,TSLA,0.7532489895000001,2,0,0.0,18.120367243182205,-1.1523120688145958
142,2025-02-24,330.5299988,76052300,25,2,0,1,2025,0,0,11.86394116,-0.021521579,207.5323983,TSLA,0.5551586550000001,3,0,0.0,18.146931832622116,-1.077808226530604
143,2025-02-25,302.7999878,134228800,26,2,1,1,2025,0,0,18.03724608,-0.083895595,190.1213442,TSLA,0.720602691,1,0,0.0,18.715056371994514,0.5155708533460774
144,2025-02-26,290.7999878,100118300,27,2,2,1,2025,0,0,24.04266269,-0.03963012,182.5868124,TSLA,0.335553378,2,0,0.0,18.421863054747426,-0.30672789575782966
145,2025-02-27,281.9500122,101748200,28,2,3,1,2025,0,0,29.88199067,-0.030433205,177.0301106,TSLA,1.0,1,0,0.0,18.438011701540994,-0.2614369178366635
146,2025-02-28,292.980011,115697000,29,2,4,1,2025,1,0,30.99999927,0.039120405,183.9556003,TSLA,1.0,1,0,0.0,18.566485271343954,0.09888389961517707
147,2025-03-03,284.6499939,115551400,32,3,0,1,2025,0,0,31.59957145,-0.028432032,178.7253687,TSLA,0.700667322,2,0,0.0,18.565226019232536,0.09535216347007194
148,2025-03-04,272.0400085,126706600,33,3,1,1,2025,0,0,32.13737397,-0.044299967,170.8078408,TSLA,0.919179142,0,0,0.0,18.65738474338175,0.35382327835925037
149,2025-03-05,279.1000061,94042900,34,3,2,1,2025,0,0,28.22305021,0.025952056,175.2406554,TSLA,0.0,2,0,0.0,18.35926162973541,-0.4823017252122044
150,2025-03-06,263.4500122,98451600,35,3,3,1,2025,0,0,24.06070241,-0.056073069,165.4143741,TSLA,0.3333333333333333,2,0,0.0,18.405075624979144,-0.35381042352054337
151,2025-03-10,222.1499939,189076900,39,3,0,1,2025,0,0,22.5847527,-0.154262068,139.4830157,TSLA,-0.5,4,0,0.0,19.057664373867116,1.4764595053046956
152,2025-03-11,230.5800018,174896400,40,3,1,1,2025,0,0,24.28253627,0.03794737,144.7760293,TSLA,0.7952970663333333,1,0,0.0,18.97970436230427,1.257810524522401
153,2025-03-12,248.0899963,142215700,41,3,2,1,2025,0,0,23.57986303,0.075938912,155.7701634,TSLA,-1.0,1,0,0.0,18.772855484146717,0.6776759724815827
154,2025-03-13,240.6799927,114813500,42,3,3,1,2025,0,0,23.65510012,-0.029868208,151.1175878,TSLA,0.723075092,1,0,0.0,18.558819639464485,0.07738463911100198
155,2025-03-14,249.9799957,100242300,43,3,4,1,2025,0,0,20.6366646,0.038640532,156.9568518,TSLA,0.891501963,2,0,0.0,18.423100823196847,-0.30325641333389186
156,2025-03-17,238.0099945,111900600,46,3,0,1,2025,0,0,18.4284761,-0.047883836,149.4411556,TSLA,-0.5,1,0,0.0,18.533121544134577,0.005310992131089468
157,2025-03-18,225.3099976,111477600,47,3,1,1,2025,0,0,18.33342148,-0.053359091,141.4671114,TSLA,0.4568052093333333,3,0,0.0,18.529334240791396,-0.005310992131089468
158,2025-03-20,236.2599945,99028300,49,3,3,1,2025,0,0,12.14196588,0.001695895,148.3423697,TSLA,-0.3333333333333333,3,0,0.0,18.410916235933065,-0.3374296713038597
159,2025-03-21,248.7100067,132728700,50,3,4,1,2025,0,0,9.66222749,0.052696235,156.1594541,TSLA,-0.0807642736666666,2,0,0.0,18.70381776076929,0.48405070807489975
160,2025-03-24,278.3900146,169079900,53,3,0,1,2025,0,0,14.73174359,0.119335801,174.7948677,TSLA,0.19355405875,4,0,0.0,18.945881948141047,1.162951169884884
161,2025-03-27,273.1300049,162572100,56,3,3,1,2025,0,0,21.64311564,0.003932983,171.4922251,TSLA,0.910329223,1,0,0.0,18.90663215979055,1.0528700392293509
162,2025-03-28,263.5499878,123809400,57,3,4,1,2025,0,0,21.74746602,-0.035074935,165.4771465,TSLA,0.916592419,1,0,0.0,18.634253852326857,0.2889496892928645
163,2025-03-31,259.1600037,134008900,60,3,0,1,2025,1,0,20.81835965,-0.016657121,162.7207736,TSLA,0.7902377545,2,0,0.0,18.713416781082252,0.5109724076214122
164,2025-04-02,282.7600098,212787800,62,4,2,2,2025,0,0,15.78721053,0.053266851,177.5386899,TSLA,-1.0,2,0,0.0,19.175805987660738,1.8078030098285083
165,2025-04-04,239.4299927,181229400,64,4,4,2,2025,0,0,13.63768256,-0.104197868,150.3327407,TSLA,-1.0,1,0,0.0,19.015274195585274,1.3575707430957185
166,2025-04-07,233.2899933,183453800,67,4,0,2,2025,0,0,17.25236163,-0.025644237,146.4775723,TSLA,-0.1435489354999999,2,0,0.0,19.027473428093028,1.391785075555077
167,2025-04-08,221.8600006,171603500,68,4,1,2,2025,0,0,19.80114912,-0.048994783,139.3009354,TSLA,1.0,1,0,0.0,18.96069714690792,1.2045023195772138
168,2025-04-09,272.2000122,219433400,69,4,2,2,2025,0,0,19.81216509,0.226899898,170.9083035,TSLA,0.333226204,2,0,0.0,19.206559332139992,1.8940547598120896
169,2025-04-10,252.3999939,181722600,70,4,3,2,2025,0,0,19.13928525,-0.072740696,158.4763146,TSLA,1.0,1,0,0.0,19.017991911982186,1.3651929318092377
170,2025-04-11,252.3099976,128948100,71,4,4,2,2025,0,0,18.97854609,-0.000356562,158.4198079,TSLA,0.0,1,0,0.0,18.67492056354496,0.4030047642133915
171,2025-04-14,252.3500061,100135200,74,4,0,2,2025,0,0,18.93142135,0.000158569,158.4449284,TSLA,0.3654839395,2,0,0.0,18.422031840809804,-0.3062545133176602
172,2025-04-16,241.5500031,112378700,76,4,2,2,2025,0,0,15.13525738,-0.049427404,151.6638478,TSLA,0.0,1,0,0.0,18.53738498458526,0.01726836476970364
173,2025-04-17,241.3699951,83404800,77,4,3,2,2025,0,0,13.75146006,-0.00074522,151.5508249,TSLA,0.4513968825,2,0,0.0,18.23921643161936,-0.818984079276802
174,2025-04-21,227.5,97768000,81,4,0,2,2025,0,0,14.86551648,-0.057463626,142.842165,TSLA,0.4172475635,3,0,0.0,18.39810789332827,-0.3733523321643111
175,2025-04-22,237.9700012,120858500,82,4,1,2,2025,0,0,14.52947487,0.046021983,149.4160447,TSLA,0.5209432126,8,1,0.822680389,18.610131006040696,0.22129403290824295
176,2025-04-23,250.7400055,150381900,0,4,2,2,2025,0,0,11.98667872,0.053662244,157.434045,TSLA,0.2030837365714285,5,0,0.0,18.828688623142938,0.8342672644872083
177,2025-04-24,259.5100098,94464200,1,4,3,2,2025,0,0,9.604428132,0.034976486,162.9405346,TSLA,-0.0951180815999999,5,0,0.0,18.36373149529468,-0.4697654065383652
178,2025-04-25,284.9500122,167560700,2,4,4,2,2025,0,0,15.40755694,0.09803091,178.9137435,TSLA,0.82482203825,3,0,0.0,18.93685623761039,1.1376373921057026
179,2025-04-28,285.8800049,151731800,5,4,0,2,2025,0,0,19.11960648,0.003263705,179.4976651,TSLA,0.2727616826666666,3,0,0.0,18.83762505319965,0.8593306435781266
180,2025-04-29,292.0299988,108906600,6,4,1,2,2025,0,0,22.62850101,0.021512501,183.3591088,TSLA,0.179980278,3,0,0.0,18.506001201309502,-0.07075153272357562
181,2025-04-30,282.1600037,128961100,7,4,2,2,2025,1,0,23.85829151,-0.033797881,177.1619595,TSLA,0.0,2,0,0.0,18.675021374217167,0.40328750084064996
182,2025-05-01,280.519989,99659000,8,5,3,2,2025,0,1,23.62493492,-0.005812357,176.132231,TSLA,0.379139006,1,0,0.0,18.417264926685412,-0.3196239432841354
183,2025-05-02,287.2099915,114454700,9,5,4,2,2025,0,0,23.13146482,0.023848577,180.332734,TSLA,0.8885919449999999,2,0,0.0,18.555689678224418,0.06860625617711866
184,2025-05-05,280.2600098,94618900,12,5,0,2,2025,0,0,18.12886688,-0.024198259,175.9689958,TSLA,0.2735473515,2,0,0.0,18.365367813219247,-0.46517614033290594
185,2025-05-07,276.2200012,71592600,14,5,2,2,2025,0,0,8.912308823,0.003159597,173.4323647,TSLA,0.8951375184999999,2,0,0.0,18.086502288602308,-1.2472907335774153
186,2025-05-08,284.8200073,97539400,15,5,3,2,2025,0,0,5.093489267,0.031134625,178.8321164,TSLA,0.602661073,2,0,0.0,18.395766967156995,-0.3799177637384619
187,2025-05-09,298.2600098,132387800,16,5,4,2,2025,0,0,7.043038942,0.047187705,187.2707935,TSLA,0.8792237243333334,2,0,0.0,18.70124605976003,0.4768380384859782
188,2025-05-12,318.3800049,112826700,19,5,0,2,2025,0,0,12.91704194,0.067457904,199.9036887,TSLA,0.8214904466666666,3,0,0.0,18.541363580009513,0.028426852525403123
189,2025-05-13,334.0700073,136992600,20,5,1,2,2025,0,0,19.63950766,0.049280741,209.7550905,TSLA,-0.10641528675,4,0,0.0,18.735437475034683,0.5727323046801294
190,2025-05-14,347.6799927,136997300,21,5,2,2,2025,0,0,25.99482235,0.04073992,218.3004961,TSLA,0.3219968825,5,0,0.0,18.73547178286841,0.5728285254569949
191,2025-05-15,342.8200073,97882600,22,5,3,2,2025,0,0,28.60111826,-0.013978329,215.2490199,TSLA,0.0,0,0,0.0,18.399279369540807,-0.37006677493122275
192,2025-05-16,349.980011,95895700,23,5,4,2,2025,0,0,31.15697872,0.020885606,219.7446262,TSLA,0.459979832,2,0,0.0,18.378771710903088,-0.42758316788036543
193,2025-05-19,342.0899963,88869900,26,5,0,2,2025,0,0,30.55572669,-0.022544187,214.7906624,TSLA,0.0,2,0,0.0,18.302684071727317,-0.6409808370495375
194,2025-05-20,343.8200073,131715500,27,5,1,2,2025,0,0,27.73519027,0.005057181,215.8768976,TSLA,0.8810587723333333,5,0,0.0,18.696154859104116,0.46255910481141604
195,2025-05-21,334.6199951,102354800,28,5,2,2,2025,0,0,22.19532325,-0.026758222,210.1004156,TSLA,0.3044856586666666,3,0,0.0,18.443955776641204,-0.2447659869799306
196,2025-05-22,341.0400085,97113400,29,5,3,2,2025,0,0,15.76626626,0.019185983,214.1313985,TSLA,0.0,1,0,0.0,18.391389936097116,-0.39219371599795166
197,2025-05-23,339.3399963,84654800,30,5,4,2,2025,0,0,8.911615635,-0.004984788,213.0639988,TSLA,0.916884184,1,0,0.0,18.254092380824087,-0.7772625470889788
198,2025-05-27,362.8900146,120146400,34,5,1,2,2025,0,0,8.353326794,0.069399477,227.8505289,TSLA,0.2701821242857143,7,1,1.309447275,18.60422156547423,0.20472023910102044
199,2025-05-28,356.8999939,91404300,35,5,2,2,2025,0,0,8.506341454,-0.016506436,224.0895288,TSLA,0.288755397,3,0,0.0,18.330803092210015,-0.5621173909585616
200,2025-05-30,346.4599915,123474900,37,5,4,2,2025,0,0,9.24300888,-0.033395646,217.5344846,TSLA,0.0,1,0,0.0,18.631548462608905,0.2813620723519357
201,2025-06-02,342.6900024,81873800,40,6,0,2,2025,0,0,9.317851383,-0.010881456,215.1673928,TSLA,0.0,2,0,0.0,18.220689607537654,-0.8709449643689311
202,2025-06-04,332.0499878,98912100,42,6,2,2,2025,0,0,10.35825324,-0.035495401,208.4867654,TSLA,0.2316734671999999,7,0,0.0,18.40974214502313,-0.3407225617954931
203,2025-06-05,284.7000122,287499800,43,6,3,2,2025,0,0,21.93815778,-0.142598938,178.7567741,TSLA,0.6117523908333333,26,1,17.37565226,19.476732726027528,2.651791143167821
204,2025-06-06,295.1400146,164747700,44,6,4,2,2025,0,0,26.27358012,0.036670186,185.3118183,TSLA,0.6730194475,6,0,0.0,18.919925776773045,1.0901537151275953
205,2025-06-09,308.5799866,140908900,47,6,0,2,2025,0,0,27.6414525,0.045537614,193.7504762,TSLA,0.230574588,5,0,0.0,18.76362414733635,0.6517854890865481
206,2025-06-10,326.0899963,151256500,48,6,1,2,2025,0,0,25.6274367,0.056743828,204.74462,TSLA,0.85800526275,9,1,0.45495194,18.834487635769715,0.8505313487910748
207,2025-06-11,326.4299927,122611400,49,6,2,2,2025,0,0,23.75476965,0.001042646,204.9580961,TSLA,0.7248467971428572,5,0,0.0,18.624530570617473,0.26167948251638057
208,2025-06-12,319.1099854,105127500,50,6,3,2,2025,0,0,20.97041516,-0.022424432,200.3620271,TSLA,0.2390174069999999,2,0,0.0,18.47068446669972,-0.16980190319155197
209,2025-06-13,325.3099976,128964300,51,6,4,2,2025,0,0,19.2904896,0.019429076,204.2548762,TSLA,-1.0,2,0,0.0,18.675046187593246,0.40335709317755086
210,2025-06-16,329.1300049,83925900,54,6,0,2,2025,0,0,17.98484445,0.011742668,206.6533734,TSLA,0.3542063322857143,6,0,0.0,18.245444836548735,-0.8015157084748153
211,2025-06-17,316.3500061,88282700,55,6,1,2,2025,0,0,15.65642254,-0.038829637,198.6290978,TSLA,-0.0689110459999999,2,0,0.0,18.29605473471621,-0.6595736739627546
212,2025-06-18,322.0499878,95137700,56,6,2,2,2025,0,0,14.8357388,0.01801796,202.2079889,TSLA,0.8919383885,2,0,0.0,18.370835884287125,-0.449840224626009
213,2025-06-20,322.1600037,108688000,58,6,4,2,2025,0,0,10.28532856,0.000341611,202.2770654,TSLA,0.7207947542857144,7,1,0.162223664,18.503991959613867,-0.07638671209424273
214,2025-06-23,348.6799927,190716800,61,6,0,2,2025,0,0,10.39922249,0.082319309,218.9283738,TSLA,0.5014655708,5,0,0.0,19.066300168420383,1.5006797130684548
215,2025-06-24,340.4700012,114736200,62,6,1,2,2025,0,0,9.889787901,-0.023545921,213.7735036,TSLA,0.495296568,1,0,0.0,18.55814614695068,0.07549574185770684
216,2025-06-25,327.5499878,119845100,63,6,2,2,2025,0,0,9.876147608,-0.037947582,205.661316,TSLA,0.8056283,4,0,0.0,18.6017106419141,0.1976780277642222
217,2025-06-26,325.7799988,80440900,64,6,3,2,2025,0,0,9.887742443,-0.005403722,204.5499795,TSLA,0.626590967,1,0,0.0,18.203033323701074,-0.9204643062453607
218,2025-06-30,317.6600037,76695100,68,6,0,2,2025,1,0,10.09145197,-0.018446995,199.451616,TSLA,0.2698417106666667,4,0,0.0,18.155348392068102,-1.054202892107647
219,2025-07-01,300.7099915,145085700,69,7,1,3,2025,0,1,13.08969543,-0.053358975,188.8090822,TSLA,0.8408512642857143,8,1,1.124211864,18.792835167167993,0.7337115892212448
220,2025-07-02,315.6499939,119483700,70,7,2,3,2025,0,0,13.13992196,0.049682428,198.1895758,TSLA,0.22996403275,2,0,0.0,18.59869052672799,0.18920772235956113
221,2025-07-03,315.3500061,58042300,71,7,3,3,2025,0,0,13.44232268,-0.000950381,198.0012202,TSLA,0.5241179566666667,4,0,0.0,17.87668263026678,-1.835757224583107
222,2025-07-07,293.9400024,131177900,75,7,0,3,2025,0,0,16.44359193,-0.067892828,184.5583574,TSLA,0.680044737111111,8,1,1.620136519,18.692064982787073,0.45108851533457783
223,2025-07-09,295.8800049,75586800,77,7,2,3,2025,0,0,13.05849313,-0.006480617,185.7764416,TSLA,-0.0447523595,2,0,0.0,18.140792235960074,-1.0950275230091273
224,2025-07-10,309.8699951,104365300,78,7,3,3,2025,0,0,11.76075068,0.047282648,194.5604438,TSLA,-0.02196249375,6,1,0.23279061,18.46340781226664,-0.19021022591242231
225,2025-07-11,313.5100098,79236400,79,7,4,3,2025,0,0,10.45607202,0.011746909,196.8459276,TSLA,0.5,1,0,0.0,18.18794635978284,-0.9627776566116863
226,2025-07-14,316.8999939,78043400,82,7,0,3,2025,0,0,9.543735551,0.010813001,198.9744229,TSLA,0.8897103665,1,0,0.0,18.172775652984868,-1.0053258747638767
227,2025-07-16,321.6700134,97284800,84,7,2,3,2025,0,0,9.750889441,0.035040912,201.9694115,TSLA,0.891184628,2,0,0.0,18.39315332734921,-0.3872480561364213
228,2025-07-17,319.4100037,73922900,85,7,3,3,2025,0,0,10.09635721,-0.007025864,200.5504019,TSLA,0.3876382826,4,0,0.0,18.1185332296575,-1.1574557980147144
229,2025-07-18,329.6499939,94255000,86,7,4,3,2025,0,0,11.87169979,0.032059078,206.9798629,TSLA,0.71366527675,4,0,0.0,18.361514443892666,-0.4759834152286456
230,2025-07-21,328.4899902,75768800,89,7,0,3,2025,0,0,11.39165916,-0.003518895,206.2515225,TSLA,0.5484052498333333,7,0,0.0,18.143197169577522,-1.0882825742365083
231,2025-07-22,332.1099854,77370400,90,7,1,3,2025,0,0,10.99950181,0.011020108,208.5244365,TSLA,0.0,0,0,0.0,18.16411484939963,-1.0296162236068986
